Protein 1	Protein 2	Integrated score	evidence: Protein co-expression	evidence: Co-dependence	evidence: Sequence similarity	evidence: Physical	evidence: mRNA co-expression	edge_role
MRPL51	QRSL1	0.344	0.154	0.489	0.001	0.046	0.184	core
MRPL51	RARS2	0.394	0.282	0.496	0.013	0.123	0.238	core
MRPL51	RCC1L	0.324	0.409	0.403	0.036	0.416	0.143	core
MRPL51	ROMO1	0.392	0.256	0.421	0.071	0.046	0.479	core
MRPL51	RPL5	0.326	0.147	0.078	0.004	0.188	0.413	core
MRPL51	RPL6	0.314	0.117	0.089	0.007	0.424	0.397	core
MRPL51	RPL7L1	0.322	0.453	0.087	0.036	0.181	0.236	core
MRPL51	RPL12	0.39	0.123	0.162	0.075	0.398	0.369	core
MRPL51	RPL13	0.388	0.1	0.046	0.015	0.418	0.365	core
MRPL51	RPL17	0.431	0.117	0.017	0.008	0.372	0.393	core
MRPL51	RPL18	0.369	0.1	0.042	0.254	0.369	0.437	core
MRPL51	RPL18A	0.319	0.132	0.03	0.175	0.195	0.411	core
MRPL51	RPL26	0.432	0.148	0.117	0.002	0.407	0.438	core
MRPL51	RPL26L1	0.44	0.106	0.092	0.087	0.372	0.486	core
MRPL51	RPL27	0.407	0.165	0.106	0.193	0.375	0.439	core
MRPL51	RPL27A	0.334	0.142	0.109	0.014	0.315	0.418	core
MRPL51	RPL29	0.457	0.104	0.027	0.125	0.389	0.392	core
MRPL51	RPL30	0.304	0.137	0.093	0.078	0.179	0.372	core
MRPL51	RPL32	0.48	0.111	0.013	0.003	0.415	0.449	core
MRPL51	RPL34	0.312	0.129	0.193	0.004	0.302	0.42	core
MRPL51	RPL35	0.3	0.154	0.063	0.0	0.277	0.443	core
MRPL51	RPL35A	0.305	0.12	0.107	0.112	0.271	0.431	core
MRPL51	RPL36	0.305	0.091	0.153	0.219	0.325	0.388	core
MRPL51	RPL36AL	0.423	0.077	0.121	0.014	0.397	0.373	core
MRPL51	RPL37A	0.447	0.128	0.199	0.089	0.405	0.442	core
MRPL51	RPL38	0.454	0.139	0.026	0.122	0.427	0.436	core
MRPL51	RPLP0	0.371	0.12	0.094	0.008	0.364	0.424	core
MRPL51	RPLP1	0.43	0.172	0.075	0.135	0.364	0.414	core
MRPL51	RPS3	0.335	0.134	0.044	0.003	0.317	0.401	core
MRPL51	RPS3A	0.437	0.115	0.089	0.156	0.419	0.42	core
MRPL51	RPS6	0.33	0.103	0.025	0.01	0.185	0.402	core
MRPL51	RPS8	0.4	0.102	0.16	0.004	0.426	0.439	core
MRPL51	RPS11	0.352	0.108	0.111	0.088	0.134	0.44	core
MRPL51	RPS15	0.398	0.125	0.03	0.007	0.39	0.372	core
MRPL51	RPS15A	0.442	0.146	0.078	0.103	0.362	0.459	core
MRPL51	RPS16	0.31	0.15	0.065	0.008	0.161	0.44	core
MRPL51	RPS19	0.454	0.106	0.069	0.012	0.429	0.414	core
MRPL51	RPS20	0.373	0.102	0.134	0.111	0.374	0.372	core
MRPL51	RPS21	0.329	0.156	0.131	0.151	0.159	0.424	core
MRPL51	RPS24	0.428	0.2	0.081	0.01	0.399	0.395	core
MRPL51	RPS25	0.412	0.095	0.214	0.072	0.374	0.395	core
MRPL51	RPS29	0.313	0.106	0.041	0.011	0.164	0.431	core
MRPL51	RPUSD3	0.395	0.233	0.485	0.036	0.397	0.398	core
MRPL51	RPUSD4	0.309	0.192	0.462	0.036	0.146	0.198	core
MRPL51	RTN4IP1	0.317	0.187	0.457	0.196	0.108	0.236	core
MRPL51	SARS2	0.321	0.294	0.468	0.07	0.057	0.173	core
MRPL51	SCO2	0.318	0.242	0.451	0.106	0.061	0.209	core
MRPL51	SLC25A3	0.304	0.136	0.44	0.118	0.13	0.367	core
MRPL51	SLC25A26	0.332	0.043	0.47	0.008	0.049	0.277	core
MRPL51	SLIRP	0.337	0.376	0.108	0.004	0.107	0.474	core
MRPL51	SNRPC	0.364	0.173	0.129	0.109	0.155	0.568	core
MRPL51	SSBP1	0.438	0.244	0.452	0.088	0.062	0.41	core
MRPL51	STOML2	0.322	0.285	0.001	0.007	0.123	0.396	core
MRPL51	SUPV3L1	0.42	0.364	0.503	0.116	0.066	0.256	core
MRPL51	TARS2	0.334	0.296	0.463	0.208	0.061	0.195	core
MRPL51	TFAM	0.38	0.292	0.464	0.176	0.06	0.316	core
MRPL51	TFB1M	0.502	0.463	0.486	0.014	0.193	0.242	core
MRPL51	THOC7	0.33	0.117	0.222	0.015	0.16	0.415	core
MRPL51	TIMM8B	0.358	0.257	0.024	0.004	0.135	0.438	core
MRPL51	TIMM23	0.405	0.268	0.08	0.079	0.067	0.397	core
MRPL51	TIMM50	0.308	0.394	0.05	0.211	0.1	0.421	core
MRPL51	TIMMDC1	0.331	0.164	0.458	0.01	0.094	0.431	core
MRPL51	TMEM126A	0.316	0.173	0.271	0.103	0.062	0.486	core
MRPL51	TOMM5	0.325	0.368	0.083	0.087	0.063	0.396	core
MRPL51	TOMM6	0.301	0.283	0.091	0.08	0.001	0.356	core
MRPL51	TOMM22	0.399	0.491	0.018	0.009	0.068	0.38	core
MRPL51	TRMT10C	0.392	0.411	0.461	0.07	0.102	0.299	core
MRPL51	TRUB2	0.386	0.43	0.481	0.087	0.377	0.314	core
MRPL51	TUFM	0.39	0.506	0.014	0.003	0.161	0.316	core
MRPL51	UBL5	0.365	0.094	0.002	0.354	0.134	0.526	core
MRPL51	UQCC2	0.39	0.401	0.141	0.004	0.057	0.466	core
MRPL51	UQCC3	0.359	0.286	0.245	0.011	0.056	0.371	core
MRPL51	UQCR10	0.435	0.315	0.443	0.071	0.068	0.413	core
MRPL51	UQCRB	0.464	0.357	0.488	0.0	0.066	0.393	core
MRPL51	UQCRC1	0.449	0.433	0.484	0.084	0.122	0.212	core
MRPL51	UQCRC2	0.439	0.461	0.461	0.009	0.155	0.238	core
MRPL51	UQCRFS1	0.34	0.389	0.408	0.173	0.137	0.319	core
MRPL51	UQCRH	0.323	0.37	0.067	0.072	0.055	0.373	core
MRPL51	UQCRQ	0.468	0.353	0.448	0.169	0.103	0.452	core
MRPL51	WARS2	0.32	0.27	0.436	0.006	0.117	0.254	core
MRPL51	YARS2	0.305	0.318	0.398	0.004	0.415	0.335	core
MRPL52	MRPL53	0.587	0.392	0.018	0.075	0.545	0.503	core
MRPL52	MRPL54	0.498	0.439	0.401	0.167	0.43	0.427	core
MRPL52	MRPL55	0.666	0.463	0.392	0.234	0.46	0.382	core
MRPL52	MRPL57	0.409	0.281	0.31	0.011	0.436	0.373	core
MRPL52	MRPL58	0.623	0.331	0.033	0.007	0.55	0.406	core
MRPL52	MRPS7	0.379	0.403	0.36	0.014	0.375	0.374	core
MRPL52	MRPS9	0.32	0.295	0.312	0.075	0.371	0.355	core
MRPL52	MRPS11	0.36	0.438	0.274	0.013	0.213	0.378	core
MRPL52	MRPS14	0.354	0.368	0.368	0.104	0.176	0.382	core
MRPL52	MRPS15	0.401	0.311	0.422	0.008	0.166	0.419	core
MRPL52	MRPS16	0.33	0.373	0.39	0.151	0.14	0.339	core
MRPL52	MRPS17	0.395	0.15	0.498	0.005	0.158	0.443	core
MRPL52	MRPS18A	0.592	0.312	0.308	0.191	0.557	0.311	core
MRPL52	MRPS18B	0.31	0.435	0.266	0.096	0.177	0.271	core
MRPL52	MRPS25	0.36	0.39	0.419	0.103	0.178	0.318	core
MRPL52	MRPS26	0.322	0.418	0.376	0.0	0.132	0.331	core
MRPL52	MRPS30	0.611	0.422	0.257	0.111	0.513	0.297	core
MRPL52	MRPS33	0.357	0.222	0.491	0.256	0.318	0.365	core
MRPL52	MRPS35	0.334	0.376	0.377	0.012	0.378	0.26	core
MRPL52	MRRF	0.304	0.407	0.275	0.144	0.07	0.269	core
MRPL52	MTERF3	0.422	0.283	0.384	0.007	0.438	0.272	core
MRPL52	MTG1	0.321	0.205	0.433	0.131	0.062	0.282	core
MRPL52	MTIF2	0.312	0.344	0.43	0.087	0.065	0.228	core
MRPL52	NDUFA2	0.33	0.254	0.254	0.094	0.161	0.428	core
MRPL52	NDUFA7	0.343	0.193	0.045	0.001	0.133	0.434	core
MRPL52	NDUFA11	0.376	0.375	0.002	0.005	0.028	0.536	core
MRPL52	NDUFA13	0.422	0.279	0.201	0.007	0.115	0.544	core
MRPL52	NDUFS7	0.32	0.258	0.434	0.086	0.066	0.341	core
MRPL52	NDUFS8	0.321	0.304	0.022	0.089	0.126	0.422	core
MRPL52	NEDD8	0.493	0.156	0.081	0.003	0.135	0.582	core
MRPL52	NGRN	0.403	0.136	0.42	0.036	0.444	0.203	core
MRPL52	NHP2	0.306	0.348	0.248	0.112	0.136	0.45	core
MRPL52	NOP10	0.318	0.246	0.277	0.008	0.175	0.463	core
MRPL52	PFDN6	0.3	0.116	0.015	0.007	0.104	0.459	core
MRPL52	PPIA	0.309	0.157	0.027	0.013	0.133	0.388	core
MRPL52	PTCD1	0.436	0.004	0.375	0.087	0.442	0.216	core
MRPL52	ROMO1	0.349	0.163	0.035	0.004	0.043	0.572	core
MRPL52	RPL4	0.327	0.181	0.024	0.104	0.388	0.365	core
MRPL52	RPL6	0.402	0.134	0.015	0.087	0.391	0.404	core
MRPL52	RPL7A	0.437	0.143	0.024	0.116	0.401	0.38	core
MRPL52	RPL8	0.431	0.133	0.022	0.082	0.396	0.391	core
MRPL52	RPL10A	0.475	0.13	0.025	0.099	0.406	0.415	core
MRPL52	RPL11	0.305	0.132	0.014	0.146	0.135	0.39	core
MRPL52	RPL13	0.432	0.11	0.099	0.086	0.425	0.384	core
MRPL52	RPL13A	0.323	0.132	0.067	0.002	0.176	0.411	core
MRPL52	RPL14	0.325	0.109	0.036	0.105	0.295	0.417	core
MRPL52	RPL17	0.337	0.135	0.016	0.002	0.334	0.41	core
MRPL52	RPL18	0.428	0.123	0.217	0.003	0.414	0.4	core
MRPL52	RPL23	0.326	0.17	0.013	0.274	0.165	0.389	core
MRPL52	RPL23A	0.322	0.14	0.055	0.002	0.343	0.372	core
MRPL52	RPL26	0.328	0.134	0.09	0.163	0.232	0.405	core
MRPL52	RPL27A	0.386	0.154	0.039	0.007	0.355	0.425	core
MRPL52	RPL29	0.449	0.117	0.084	0.13	0.378	0.415	core
MRPL52	RPL30	0.315	0.138	0.098	0.002	0.198	0.407	core
MRPL52	RPL31	0.334	0.148	0.05	0.006	0.285	0.398	core
MRPL52	RPL32	0.446	0.145	0.001	0.106	0.423	0.42	core
MRPL52	RPL34	0.301	0.213	0.028	0.1	0.18	0.395	core
MRPL52	RPL35	0.386	0.114	0.057	0.112	0.432	0.409	core
MRPL52	RPL35A	0.478	0.12	0.161	0.016	0.396	0.397	core
MRPL52	RPL36	0.413	0.14	0.014	0.27	0.399	0.41	core
MRPL52	RPL36AL	0.42	0.072	0.115	0.001	0.439	0.387	core
MRPL52	RPL37A	0.447	0.138	0.186	0.004	0.368	0.418	core
MRPL52	RPL38	0.472	0.156	0.168	0.147	0.417	0.451	core
MRPL52	RPLP0	0.421	0.139	0.014	0.007	0.366	0.406	core
MRPL52	RPLP1	0.452	0.178	0.075	0.013	0.417	0.413	core
MRPL52	RPS2	0.355	0.295	0.034	0.007	0.378	0.359	core
MRPL52	RPS3A	0.463	0.218	0.023	0.149	0.388	0.404	core
MRPL52	RPS6	0.327	0.137	0.042	0.084	0.162	0.395	core
MRPL52	RPS8	0.439	0.122	0.046	0.011	0.367	0.396	core
MRPL52	RPS11	0.321	0.2	0.001	0.123	0.134	0.388	core
MRPL52	RPS12	0.464	0.2	0.019	0.004	0.419	0.41	core
MRPL52	RPS13	0.309	0.182	0.018	0.002	0.166	0.385	core
MRPL52	RPS14	0.412	0.143	0.047	0.014	0.371	0.394	core
MRPL52	RPS15	0.333	0.183	0.029	0.012	0.337	0.445	core
MRPL52	RPS15A	0.331	0.151	0.061	0.112	0.32	0.435	core
MRPL52	RPS17	0.371	0.075	0.025	0.109	0.415	0.416	core
MRPL52	RPS19	0.436	0.15	0.024	0.235	0.414	0.398	core
MRPL52	RPS20	0.432	0.138	0.016	0.01	0.377	0.393	core
MRPL52	RPS21	0.333	0.116	0.258	0.139	0.161	0.451	core
MRPL52	RPS24	0.45	0.169	0.057	0.009	0.381	0.386	core
MRPL52	RPS25	0.428	0.116	0.036	0.008	0.378	0.404	core
MRPL52	RPUSD3	0.346	0.195	0.036	0.036	0.417	0.342	core
MRPL52	RRP8	0.303	0.291	0.027	0.014	0.336	0.348	core
MRPL52	SF3B5	0.327	0.1	0.013	0.247	0.127	0.488	core
MRPL52	SLC25A10	0.301	0.256	0.023	0.087	0.436	0.184	core
MRPL52	SLIRP	0.35	0.281	0.178	0.002	0.111	0.524	core
MRPL52	SNRPE	0.323	0.098	0.002	0.122	0.152	0.42	core
MRPL52	SSBP1	0.44	0.269	0.478	0.008	0.062	0.394	core
MRPL52	STOML2	0.346	0.406	0.017	0.004	0.132	0.407	core
MRPL52	TIMM8B	0.415	0.315	0.04	0.097	0.133	0.519	core
MRPL52	TIMM9	0.368	0.363	0.244	0.095	0.055	0.401	core
MRPL52	TIMM10	0.314	0.363	0.168	0.01	0.056	0.376	core
MRPL52	TIMM13	0.338	0.269	0.268	0.098	0.158	0.439	core
MRPL52	TMEM258	0.311	0.045	0.173	0.071	0.046	0.471	core
MRPL52	TRMT112	0.313	0.166	0.071	0.011	0.147	0.417	core
MRPL52	TRUB2	0.342	0.206	0.421	0.003	0.406	0.259	core
MRPL52	UBL5	0.322	0.1	0.065	0.194	0.134	0.514	core
MRPL52	UQCC2	0.373	0.317	0.162	0.159	0.058	0.515	core
MRPL52	UQCC3	0.336	0.254	0.151	0.01	0.049	0.459	core
MRPL52	UQCRB	0.309	0.348	0.342	0.102	0.066	0.361	core
MRPL52	YARS2	0.317	0.313	0.06	0.005	0.428	0.365	core
MRPL53	MRPL54	0.687	0.542	0.472	0.008	0.53	0.515	core
MRPL53	MRPL55	0.636	0.523	0.516	0.006	0.441	0.509	core
MRPL53	MRPL57	0.529	0.536	0.554	0.102	0.398	0.363	core
MRPL53	MRPL58	0.61	0.545	0.445	0.002	0.577	0.422	core
MRPL53	MRPS2	0.427	0.453	0.476	0.131	0.331	0.234	core
MRPL53	MRPS5	0.447	0.459	0.64	0.125	0.353	0.305	core
MRPL53	MRPS6	0.446	0.461	0.604	0.007	0.175	0.266	core
MRPL53	MRPS7	0.548	0.535	0.586	0.083	0.359	0.415	core
MRPL53	MRPS9	0.504	0.485	0.495	0.078	0.399	0.31	core
MRPL53	MRPS10	0.448	0.478	0.545	0.01	0.179	0.242	core
MRPL53	MRPS11	0.441	0.372	0.626	0.004	0.261	0.388	core
MRPL53	MRPS12	0.39	0.374	0.563	0.095	0.067	0.331	core
MRPL53	MRPS14	0.406	0.306	0.582	0.005	0.333	0.39	core
MRPL53	MRPS15	0.371	0.387	0.397	0.076	0.214	0.44	core
MRPL53	MRPS16	0.435	0.445	0.612	0.138	0.16	0.375	core
MRPL53	MRPS17	0.396	0.313	0.457	0.103	0.161	0.423	core
MRPL53	MRPS18A	0.679	0.578	0.526	0.014	0.542	0.35	core
MRPL53	MRPS18B	0.478	0.476	0.576	0.104	0.179	0.26	core
MRPL53	MRPS18C	0.387	0.429	0.535	0.099	0.076	0.361	core
MRPL53	MRPS21	0.402	0.3	0.582	0.123	0.176	0.401	core
MRPL53	MRPS22	0.458	0.486	0.536	0.137	0.169	0.267	core
MRPL53	MRPS23	0.486	0.492	0.676	0.113	0.175	0.341	core
MRPL53	MRPS24	0.395	0.339	0.666	0.101	0.068	0.392	core
MRPL53	MRPS25	0.447	0.45	0.493	0.1	0.155	0.244	core
MRPL53	MRPS26	0.474	0.468	0.587	0.011	0.133	0.339	core
MRPL53	MRPS28	0.352	0.377	0.609	0.002	0.064	0.298	core
MRPL53	MRPS30	0.68	0.535	0.503	0.078	0.588	0.25	core
MRPL53	MRPS31	0.313	0.39	0.505	0.109	0.293	0.161	core
MRPL53	MRPS33	0.322	0.416	0.332	0.006	0.291	0.361	core
MRPL53	MRPS34	0.472	0.448	0.526	0.014	0.171	0.427	core
MRPL53	MRPS35	0.417	0.468	0.544	0.149	0.321	0.169	core
MRPL53	MTERF3	0.359	0.46	0.544	0.0	0.229	0.258	core
MRPL53	MTG1	0.405	0.467	0.515	0.006	0.063	0.247	core
MRPL53	MTPAP	0.301	0.272	0.497	0.082	0.137	0.186	core
MRPL53	NDUFA2	0.398	0.264	0.518	0.129	0.133	0.502	core
MRPL53	NDUFA3	0.424	0.377	0.467	0.006	0.07	0.416	core
MRPL53	NDUFA5	0.396	0.445	0.491	0.07	0.099	0.218	core
MRPL53	NDUFA6	0.361	0.345	0.493	0.008	0.125	0.391	core
MRPL53	NDUFA7	0.304	0.237	0.299	0.073	0.12	0.505	core
MRPL53	NDUFA8	0.322	0.283	0.494	0.0	0.12	0.335	core
MRPL53	NDUFA11	0.337	0.237	0.51	0.007	0.036	0.564	core
MRPL53	NDUFA13	0.347	0.24	0.415	0.158	0.102	0.553	core
MRPL53	NDUFAB1	0.326	0.486	0.339	0.092	0.063	0.4	core
MRPL53	NDUFAF3	0.385	0.461	0.482	0.0	0.035	0.289	core
MRPL53	NDUFAF4	0.314	0.362	0.488	0.003	0.064	0.254	core
MRPL53	NDUFAF5	0.352	0.427	0.488	0.112	0.059	0.319	core
MRPL53	NDUFAF6	0.32	0.265	0.474	0.011	0.062	0.277	core
MRPL53	NDUFB1	0.351	0.362	0.125	0.005	0.126	0.424	core
MRPL53	NDUFB3	0.34	0.317	0.459	0.083	0.059	0.369	core
MRPL53	NDUFB4	0.349	0.259	0.505	0.007	0.12	0.402	core
MRPL53	NDUFB5	0.353	0.365	0.497	0.217	0.107	0.327	core
MRPL53	NDUFB6	0.304	0.241	0.513	0.007	0.104	0.335	core
MRPL53	NDUFB7	0.335	0.215	0.498	0.093	0.125	0.428	core
MRPL53	NDUFB9	0.331	0.276	0.489	0.071	0.058	0.402	core
MRPL53	NDUFB10	0.407	0.376	0.496	0.116	0.06	0.483	core
MRPL53	NDUFB11	0.371	0.386	0.012	0.087	0.098	0.458	core
MRPL53	NDUFC2	0.391	0.328	0.51	0.013	0.051	0.41	core
MRPL53	NDUFS3	0.429	0.333	0.5	0.082	0.129	0.426	core
MRPL53	NDUFS5	0.313	0.379	0.49	0.1	0.118	0.417	core
MRPL53	NDUFS7	0.335	0.354	0.461	0.002	0.063	0.27	core
MRPL53	NDUFS8	0.469	0.441	0.484	0.006	0.125	0.517	core
MRPL53	NELFE	0.311	0.262	0.27	0.111	0.06	0.45	core
MRPL53	NHP2	0.306	0.319	0.39	0.009	0.167	0.392	core
MRPL53	NOP10	0.338	0.303	0.306	0.073	0.151	0.464	core
MRPL53	NSUN4	0.321	0.461	0.473	0.007	0.103	0.117	core
MRPL53	PFDN5	0.333	0.211	0.133	0.003	0.104	0.561	core
MRPL53	PHB	0.349	0.436	0.019	0.15	0.125	0.394	core
MRPL53	PNPT1	0.377	0.395	0.506	0.107	0.109	0.28	core
MRPL53	POLG2	0.388	0.344	0.575	0.152	0.107	0.152	core
MRPL53	POLRMT	0.309	0.377	0.469	0.008	0.143	0.172	core
MRPL53	PSMB3	0.321	0.089	0.02	0.009	0.113	0.501	core
MRPL53	PTCD1	0.345	0.004	0.55	0.084	0.435	0.092	core
MRPL53	PTCD3	0.444	0.457	0.53	0.003	0.308	0.195	core
MRPL53	RCC1L	0.302	0.3	0.482	0.036	0.435	0.104	core
MRPL53	ROMO1	0.311	0.268	0.402	0.219	0.047	0.589	core
MRPL53	RPL8	0.313	0.089	0.119	0.015	0.34	0.399	core
MRPL53	RPL12	0.311	0.096	0.243	0.121	0.395	0.354	core
MRPL53	RPL13	0.377	0.094	0.137	0.0	0.394	0.41	core
MRPL53	RPL26	0.327	0.147	0.073	0.001	0.408	0.382	core
MRPL53	RPL27	0.306	0.099	0.103	0.004	0.177	0.45	core
MRPL53	RPL27A	0.393	0.104	0.16	0.001	0.387	0.439	core
MRPL53	RPL32	0.377	0.123	0.11	0.132	0.428	0.43	core
MRPL53	RPL34	0.341	0.125	0.101	0.011	0.32	0.437	core
MRPL53	RPL35	0.361	0.137	0.106	0.117	0.348	0.52	core
MRPL53	RPL35A	0.324	0.11	0.043	0.145	0.168	0.441	core
MRPL53	RPL36	0.4	0.108	0.164	0.005	0.411	0.466	core
MRPL53	RPL36AL	0.3	0.074	0.059	0.167	0.355	0.366	core
MRPL53	RPL37A	0.366	0.118	0.171	0.014	0.371	0.428	core
MRPL53	RPL38	0.39	0.111	0.024	0.077	0.423	0.497	core
MRPL53	RPLP0	0.316	0.118	0.058	0.202	0.37	0.388	core
MRPL53	RPS3A	0.369	0.135	0.08	0.077	0.409	0.432	core
MRPL53	RPS7	0.332	0.092	0.089	0.152	0.177	0.453	core
MRPL53	RPS9	0.349	0.229	0.163	0.26	0.129	0.477	core
MRPL53	RPS12	0.378	0.115	0.219	0.078	0.402	0.395	core
MRPL53	RPS15	0.398	0.099	0.02	0.004	0.389	0.449	core
MRPL53	RPS15A	0.397	0.121	0.056	0.014	0.378	0.469	core
MRPL53	RPS19	0.331	0.157	0.148	0.014	0.404	0.366	core
MRPL53	RPS20	0.361	0.097	0.166	0.006	0.328	0.427	core
MRPL53	RPS21	0.322	0.118	0.044	0.077	0.166	0.501	core
MRPL53	RPS24	0.329	0.113	0.06	0.001	0.39	0.382	core
MRPL53	RPS25	0.342	0.136	0.088	0.013	0.381	0.348	core
MRPL53	RPS27A	0.3	0.11	0.121	0.074	0.155	0.448	core
MRPL53	RPS29	0.302	0.097	0.03	0.01	0.158	0.42	core
MRPL53	RPUSD3	0.461	0.22	0.463	0.036	0.442	0.344	core
MRPL53	RTN4IP1	0.329	0.377	0.47	0.014	0.104	0.215	core
MRPL53	SCAND1	0.316	0.048	0.26	0.12	0.049	0.53	core
MRPL53	SCO2	0.306	0.227	0.468	0.079	0.061	0.269	core
MRPL53	SLC25A10	0.385	0.397	0.222	0.009	0.439	0.079	core
MRPL53	SSBP1	0.308	0.311	0.46	0.086	0.063	0.315	core
MRPL53	SUPV3L1	0.313	0.31	0.489	0.008	0.058	0.248	core
MRPL53	SURF1	0.315	0.209	0.465	0.159	0.045	0.383	core
MRPL53	TEFM	0.321	0.215	0.457	0.234	0.121	0.303	core
MRPL53	TFAM	0.33	0.348	0.602	0.089	0.062	0.215	core
MRPL53	TFB1M	0.422	0.409	0.487	0.127	0.35	0.265	core
MRPL53	TFB2M	0.344	0.414	0.464	0.01	0.113	0.171	core
MRPL53	TIMM8B	0.431	0.384	0.078	0.136	0.144	0.509	core
MRPL53	TIMM13	0.317	0.378	0.374	0.007	0.166	0.38	core
MRPL53	TOMM40	0.325	0.442	0.35	0.002	0.098	0.175	core
MRPL53	TRMT10C	0.303	0.313	0.482	0.001	0.104	0.255	core
MRPL53	TRMT112	0.31	0.123	0.075	0.008	0.156	0.443	core
MRPL53	TRUB2	0.464	0.461	0.467	0.004	0.369	0.281	core
MRPL53	TUFM	0.385	0.491	0.428	0.01	0.171	0.199	core
MRPL53	TXN2	0.372	0.406	0.485	0.095	0.064	0.32	core
MRPL53	UBL5	0.334	0.11	0.003	0.104	0.12	0.523	core
MRPL53	UQCC2	0.374	0.437	0.476	0.079	0.057	0.387	core
MRPL53	UQCR10	0.323	0.283	0.501	0.006	0.075	0.354	core
MRPL53	UQCRB	0.309	0.271	0.482	0.144	0.05	0.383	core
MRPL53	UQCRFS1	0.344	0.33	0.501	0.076	0.145	0.317	core
MRPL53	UQCRQ	0.36	0.291	0.5	0.011	0.1	0.42	core
MRPL53	YARS2	0.453	0.424	0.547	0.09	0.436	0.129	core
MRPL54	MRPL55	0.7	0.503	0.536	0.012	0.481	0.392	core
MRPL54	MRPL57	0.44	0.476	0.52	0.011	0.16	0.37	core
MRPL54	MRPL58	0.606	0.474	0.445	0.107	0.49	0.429	core
MRPL54	MRPS2	0.418	0.3	0.482	0.178	0.159	0.341	core
MRPL54	MRPS5	0.438	0.362	0.493	0.172	0.157	0.358	core
MRPL54	MRPS6	0.391	0.395	0.542	0.164	0.139	0.261	core
MRPL54	MRPS7	0.536	0.429	0.559	0.011	0.158	0.447	core
MRPL54	MRPS9	0.442	0.447	0.492	0.1	0.157	0.215	core
MRPL54	MRPS10	0.455	0.463	0.513	0.014	0.154	0.22	core
MRPL54	MRPS11	0.486	0.356	0.517	0.071	0.155	0.403	core
MRPL54	MRPS12	0.443	0.241	0.499	0.006	0.061	0.464	core
MRPL54	MRPS14	0.463	0.32	0.492	0.007	0.15	0.418	core
MRPL54	MRPS15	0.3	0.191	0.424	0.12	0.164	0.43	core
MRPL54	MRPS16	0.44	0.354	0.494	0.17	0.156	0.336	core
MRPL54	MRPS17	0.428	0.252	0.485	0.082	0.148	0.454	core
MRPL54	MRPS18A	0.675	0.441	0.487	0.095	0.51	0.306	core
MRPL54	MRPS18B	0.547	0.492	0.508	0.084	0.158	0.266	core
MRPL54	MRPS18C	0.419	0.309	0.465	0.108	0.066	0.392	core
MRPL54	MRPS21	0.366	0.179	0.459	0.134	0.156	0.388	core
MRPL54	MRPS22	0.417	0.38	0.504	0.331	0.129	0.368	core
MRPL54	MRPS23	0.448	0.417	0.506	0.001	0.157	0.363	core
MRPL54	MRPS24	0.406	0.289	0.512	0.004	0.066	0.329	core
MRPL54	MRPS25	0.455	0.452	0.499	0.109	0.153	0.331	core
MRPL54	MRPS26	0.473	0.472	0.485	0.098	0.127	0.3	core
MRPL54	MRPS27	0.415	0.374	0.481	0.194	0.161	0.248	core
MRPL54	MRPS28	0.413	0.356	0.477	0.002	0.066	0.356	core
MRPL54	MRPS30	0.684	0.455	0.475	0.073	0.53	0.27	core
MRPL54	MRPS31	0.404	0.289	0.48	0.33	0.157	0.215	core
MRPL54	MRPS33	0.411	0.28	0.45	0.071	0.161	0.353	core
MRPL54	MRPS34	0.448	0.36	0.479	0.089	0.148	0.357	core
MRPL54	MRPS35	0.425	0.391	0.472	0.011	0.16	0.297	core
MRPL54	MT-CO2	0.374	0.398	0.004	0.016	0.066	0.166	core
MRPL54	MT-CYB	0.327	0.274	0.004	0.005	0.066	0.273	core
MRPL54	MTERF4	0.307	0.189	0.471	0.012	0.066	0.216	core
MRPL54	MTFMT	0.347	0.23	0.444	0.036	0.014	0.271	core
MRPL54	MTG1	0.408	0.432	0.473	0.007	0.0	0.257	core
MRPL54	MTG2	0.379	0.216	0.507	0.099	0.048	0.155	core
MRPL54	MTIF2	0.303	0.395	0.45	0.077	0.062	0.137	core
MRPL54	NARS2	0.34	0.388	0.494	0.004	0.051	0.181	core
MRPL54	NDUFA2	0.473	0.299	0.478	0.16	0.134	0.631	core
MRPL54	NDUFA3	0.444	0.39	0.464	0.005	0.114	0.494	core
MRPL54	NDUFA4	0.403	0.296	0.406	0.078	0.062	0.519	core
MRPL54	NDUFA6	0.449	0.314	0.471	0.111	0.141	0.523	core
MRPL54	NDUFA7	0.377	0.221	0.032	0.006	0.135	0.539	core
MRPL54	NDUFA8	0.384	0.27	0.476	0.086	0.109	0.329	core
MRPL54	NDUFA9	0.424	0.275	0.467	0.086	0.126	0.462	core
MRPL54	NDUFA10	0.398	0.32	0.468	0.008	0.121	0.254	core
MRPL54	NDUFA11	0.462	0.273	0.487	0.015	0.027	0.583	core
MRPL54	NDUFA13	0.404	0.157	0.002	0.138	0.106	0.604	core
MRPL54	NDUFAB1	0.466	0.452	0.046	0.199	0.066	0.533	core
MRPL54	NDUFAF1	0.396	0.262	0.464	0.008	0.131	0.28	core
MRPL54	NDUFAF3	0.419	0.466	0.47	0.135	0.0	0.263	core
MRPL54	NDUFAF4	0.417	0.373	0.471	0.004	0.063	0.377	core
MRPL54	NDUFAF5	0.438	0.353	0.451	0.001	0.055	0.423	core
